short_name,value_eur,overall,player_positions,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,nationality
E. Salles,160000,59,GK,61.0,56.0,56.0,62.0,26.0,55.0,France
F. Sollacaro,160000,59,GK,62.0,54.0,57.0,66.0,44.0,53.0,France
A. Al Ruhaili,160000,59,GK,62.0,60.0,52.0,56.0,43.0,57.0,Saudi Arabia
M. Hudson,160000,59,GK,58.0,59.0,53.0,58.0,45.0,60.0,England
A. Quintana,160000,59,GK,57.0,57.0,55.0,62.0,23.0,59.0,Colombia
M. Kamenz,160000,59,GK,64.0,59.0,59.0,58.0,33.0,56.0,Germany
D. Blazevic,150000,59,GK,59.0,57.0,55.0,58.0,26.0,60.0,Sweden
M. Crocombe,150000,59,GK,59.0,57.0,56.0,60.0,48.0,57.0,New Zealand
D. Richards,150000,59,GK,60.0,55.0,56.0,61.0,35.0,57.0,Wales
J. Brattberg,160000,59,GK,60.0,58.0,59.0,59.0,34.0,61.0,Sweden
Han Rongze,150000,59,GK,55.0,57.0,56.0,57.0,36.0,63.0,China PR
B. McDriscoll,150000,59,GK,56.0,57.0,58.0,60.0,18.0,57.0,England
A. McCarey,140000,59,GK,60.0,56.0,59.0,61.0,35.0,57.0,Republic of Ireland
Kwon Tae Ahn,140000,59,GK,59.0,57.0,60.0,59.0,56.0,60.0,Korea Republic
J. Rasheed,140000,59,GK,61.0,56.0,58.0,60.0,31.0,57.0,Norway
Du Jia,140000,59,GK,59.0,50.0,52.0,60.0,51.0,58.0,China PR
K. Szymański,140000,59,GK,61.0,59.0,60.0,58.0,26.0,56.0,Poland
A. Cobrea,140000,59,GK,61.0,60.0,57.0,60.0,16.0,59.0,Romania
I. Levchenko,140000,59,GK,62.0,59.0,61.0,60.0,25.0,61.0,Ukraine
M. Halstead,130000,59,GK,61.0,59.0,63.0,57.0,49.0,56.0,England
M. Ivanov,130000,59,GK,61.0,62.0,65.0,59.0,60.0,60.0,Bulgaria
D. Al Saeed,130000,59,GK,60.0,56.0,57.0,61.0,45.0,58.0,Saudi Arabia
K. Heemskerk,130000,59,GK,59.0,55.0,57.0,61.0,21.0,60.0,Netherlands
V. Boral,0,59,GK,56.0,60.0,54.0,60.0,42.0,61.0,India
S. Russell,30000,59,GK,56.0,60.0,58.0,58.0,36.0,60.0,England
M. Gurski,20000,59,GK,53.0,63.0,38.0,57.0,26.0,62.0,Germany
P. Cherrie,40000,59,GK,57.0,57.0,59.0,56.0,22.0,58.0,Scotland
G. Ruíz,80000,59,GK,61.0,58.0,60.0,58.0,45.0,57.0,Mexico
M. Kozioł,100000,59,GK,61.0,57.0,56.0,61.0,32.0,57.0,Poland
M. Al Wakid,110000,59,GK,59.0,59.0,55.0,56.0,42.0,57.0,Saudi Arabia
Y. Nishibe,20000,59,GK,54.0,60.0,61.0,57.0,23.0,67.0,Japan
L. Chevalier,230000,58,GK,58.0,56.0,57.0,59.0,24.0,56.0,France
J. Blazquez,230000,58,GK,62.0,58.0,61.0,57.0,23.0,62.0,Argentina
T. Vettorel,220000,58,GK,55.0,61.0,53.0,62.0,30.0,52.0,Italy
L. Ingolotti,230000,58,GK,61.0,54.0,55.0,62.0,30.0,57.0,Argentina
L. Ntumba,220000,58,GK,58.0,55.0,56.0,62.0,24.0,55.0,France
L. Kasten,220000,58,GK,63.0,57.0,59.0,65.0,41.0,46.0,Germany
C. Higuera,220000,58,GK,53.0,58.0,49.0,59.0,30.0,60.0,Mexico
T. Herbots,220000,58,GK,61.0,56.0,56.0,58.0,24.0,59.0,Belgium
Darío Ramos,230000,58,GK,57.0,60.0,63.0,58.0,30.0,56.0,Spain
J. Serrano,240000,58,GK,61.0,59.0,53.0,56.0,28.0,57.0,Colombia
M. Cooper,230000,58,GK,60.0,55.0,57.0,63.0,29.0,52.0,England
F. Adorni,230000,58,GK,59.0,59.0,50.0,58.0,24.0,53.0,Italy
J. Krahl,230000,58,GK,61.0,51.0,57.0,70.0,32.0,47.0,Germany
�. Târnovanu,230000,58,GK,58.0,57.0,59.0,61.0,32.0,55.0,Romania
A. Bass,200000,58,GK,58.0,54.0,53.0,58.0,55.0,55.0,England
M. Salaba,200000,58,GK,62.0,55.0,56.0,63.0,24.0,59.0,Austria
D. Mitov,180000,58,GK,64.0,54.0,56.0,60.0,60.0,53.0,Bulgaria
L. Schaffran,180000,58,GK,62.0,61.0,59.0,55.0,28.0,54.0,Germany
B. Gabriël,180000,58,GK,63.0,54.0,57.0,64.0,31.0,49.0,Belgium
N. Thiede,180000,58,GK,61.0,55.0,57.0,60.0,43.0,53.0,Germany
B. Ozegovic,170000,58,GK,61.0,56.0,54.0,60.0,31.0,54.0,Austria
Moon Jung In,180000,58,GK,55.0,56.0,60.0,61.0,25.0,57.0,Korea Republic
E. McGinty,170000,58,GK,58.0,58.0,54.0,58.0,50.0,57.0,Republic of Ireland
L. Ward,160000,58,GK,59.0,57.0,56.0,58.0,45.0,57.0,England
I. Chicco,160000,58,GK,60.0,61.0,54.0,55.0,32.0,58.0,Argentina
E. Ross,160000,58,GK,60.0,59.0,62.0,60.0,33.0,56.0,England
K. Le Roy,160000,58,GK,58.0,58.0,59.0,59.0,32.0,59.0,France
G. Kyrnats,160000,58,GK,55.0,58.0,50.0,57.0,41.0,58.0,Russia
Bruno Bertinato,160000,58,GK,59.0,58.0,56.0,59.0,19.0,50.0,Brazil
J. Ruddy,150000,58,GK,57.0,56.0,54.0,57.0,42.0,58.0,Scotland
J. Jiménez,150000,58,GK,61.0,57.0,56.0,55.0,41.0,56.0,Colombia
L. Thomas,150000,58,GK,59.0,57.0,56.0,58.0,57.0,57.0,Wales
N. Tzanev,150000,58,GK,60.0,55.0,54.0,59.0,48.0,56.0,New Zealand
M. Sprang,140000,58,GK,58.0,61.0,57.0,54.0,17.0,53.0,Germany
E. Pauchet,150000,58,GK,60.0,58.0,62.0,60.0,36.0,59.0,France
D. Borra,140000,58,GK,59.0,55.0,50.0,62.0,45.0,56.0,Italy
A. Pearce,140000,58,GK,60.0,63.0,60.0,58.0,38.0,50.0,Australia
M. Awaji,140000,58,GK,59.0,63.0,52.0,54.0,41.0,57.0,Saudi Arabia
N. Insfrán,140000,58,GK,55.0,56.0,62.0,56.0,26.0,61.0,Argentina
M. Ranmark,140000,58,GK,62.0,58.0,56.0,60.0,30.0,55.0,Norway
A. Weidinger,140000,58,GK,58.0,57.0,60.0,54.0,23.0,60.0,Germany
M. Soldo,140000,58,GK,54.0,60.0,56.0,58.0,43.0,55.0,Austria
S. Moore,140000,58,GK,61.0,56.0,57.0,59.0,51.0,54.0,England
F. Pizzicanella,140000,58,GK,57.0,58.0,61.0,56.0,34.0,53.0,Argentina
J. Albrecht,140000,58,GK,58.0,58.0,59.0,57.0,26.0,55.0,Germany
M. Lenes,140000,58,GK,59.0,58.0,58.0,59.0,34.0,58.0,Norway
E. Dick,140000,58,GK,55.0,60.0,58.0,55.0,35.0,58.0,United States
D. Sváček,140000,58,GK,52.0,57.0,59.0,67.0,26.0,54.0,Czech Republic
M. Al Moqahwi,140000,58,GK,58.0,57.0,53.0,59.0,39.0,55.0,Saudi Arabia
D. Barnes,130000,58,GK,61.0,56.0,54.0,61.0,58.0,55.0,England
G. Smith,130000,58,GK,61.0,54.0,66.0,57.0,34.0,55.0,England
M. Sætra,130000,58,GK,60.0,56.0,52.0,61.0,46.0,57.0,Norway
J. McDonnell,130000,58,GK,58.0,56.0,54.0,62.0,28.0,58.0,England
J. Maddison,130000,58,GK,60.0,57.0,54.0,59.0,44.0,54.0,England
M. Jawhar,130000,58,GK,57.0,60.0,56.0,57.0,43.0,58.0,Saudi Arabia
C. Mosquera,130000,58,GK,52.0,62.0,59.0,61.0,23.0,54.0,Colombia
A. Torres,130000,58,GK,62.0,57.0,53.0,58.0,57.0,50.0,Mexico
Jero Lario,130000,58,GK,52.0,59.0,61.0,64.0,22.0,58.0,Spain
M. Netolitzky,120000,58,GK,59.0,56.0,55.0,63.0,40.0,53.0,Germany
C. Mafoumbi,120000,58,GK,60.0,52.0,58.0,64.0,44.0,52.0,Congo
S. Hornby,120000,58,GK,60.0,58.0,61.0,60.0,46.0,57.0,England
K. Ishikawa,120000,58,GK,59.0,60.0,55.0,59.0,22.0,51.0,Japan
G. Pozos,120000,58,GK,62.0,58.0,59.0,59.0,39.0,58.0,Mexico
M. Staniszewski,120000,58,GK,58.0,59.0,55.0,61.0,22.0,55.0,Poland
V. Noring,110000,58,GK,58.0,59.0,53.0,58.0,32.0,56.0,Sweden
P. Nagarajan,0,58,GK,59.0,61.0,51.0,56.0,50.0,57.0,India
R. Salcedo,100000,58,GK,63.0,60.0,59.0,62.0,20.0,54.0,Mexico
S. Farelli,20000,58,GK,63.0,57.0,56.0,58.0,41.0,55.0,Italy
B. Murphy,60000,58,GK,59.0,58.0,60.0,58.0,35.0,56.0,Republic of Ireland
Zhang Chong,80000,58,GK,58.0,56.0,65.0,54.0,54.0,57.0,China PR
Han Feng,30000,58,GK,59.0,55.0,58.0,57.0,51.0,55.0,China PR
Geng Xiaofeng,80000,58,GK,59.0,62.0,56.0,52.0,43.0,58.0,China PR
L. Italiano,90000,58,GK,61.0,55.0,58.0,59.0,32.0,56.0,Australia
Dong Chunyu,90000,58,GK,59.0,55.0,60.0,57.0,36.0,59.0,China PR
B. Trowley,70000,58,GK,56.0,56.0,56.0,58.0,27.0,57.0,England
H. Ivanov,0,58,GK,59.0,58.0,56.0,62.0,29.0,59.0,Bulgaria
R. Schofield,190000,57,GK,60.0,58.0,51.0,56.0,31.0,53.0,England
L. Ashby-Hammond,180000,57,GK,58.0,58.0,56.0,60.0,25.0,53.0,England
M. Prinz,190000,57,GK,56.0,53.0,60.0,60.0,25.0,55.0,Germany
G. Dietsch,180000,57,GK,62.0,58.0,56.0,58.0,18.0,53.0,France
J. Truque,190000,57,GK,55.0,61.0,63.0,63.0,34.0,57.0,Colombia
R. Bouallak,190000,57,GK,55.0,54.0,53.0,58.0,21.0,59.0,France
W. Jääskeläinen,190000,57,GK,59.0,56.0,54.0,58.0,37.0,54.0,Finland
J. Castanheira,190000,57,GK,64.0,53.0,57.0,59.0,24.0,53.0,Switzerland
J. Delianov,190000,57,GK,56.0,58.0,59.0,58.0,26.0,57.0,Australia
O. Djoco,190000,57,GK,60.0,58.0,53.0,59.0,26.0,54.0,France
M. Johnstone,160000,57,GK,61.0,60.0,52.0,52.0,31.0,58.0,England
J. Brauti,160000,57,GK,60.0,59.0,52.0,59.0,29.0,57.0,Norway
A. Cristea,160000,57,GK,60.0,56.0,59.0,58.0,22.0,53.0,Romania
N. Araya,150000,57,GK,57.0,53.0,55.0,59.0,41.0,54.0,Chile
A. Long,150000,57,GK,61.0,62.0,53.0,56.0,20.0,53.0,France
S. Enzler,150000,57,GK,57.0,57.0,59.0,61.0,20.0,48.0,Switzerland
K. Kristensen,140000,57,GK,60.0,53.0,60.0,57.0,29.0,57.0,Denmark
A. Attiah,150000,57,GK,61.0,56.0,51.0,64.0,31.0,52.0,Saudi Arabia
L. Barraza,150000,57,GK,54.0,60.0,59.0,56.0,20.0,53.0,United States
E. Selvik,150000,57,GK,57.0,57.0,58.0,59.0,18.0,55.0,Norway
Y. Schoonderwaldt,140000,57,GK,58.0,58.0,51.0,56.0,22.0,57.0,Netherlands
H. Isted,140000,57,GK,61.0,55.0,56.0,60.0,36.0,53.0,England
O. Patiño,140000,57,GK,61.0,52.0,55.0,56.0,17.0,54.0,Colombia
M. Fabrie,140000,57,GK,54.0,55.0,63.0,60.0,21.0,59.0,Netherlands
Lee Jae Hyeong,140000,57,GK,56.0,56.0,55.0,57.0,27.0,56.0,Korea Republic
J. De Smet,140000,57,GK,62.0,56.0,53.0,56.0,16.0,57.0,Belgium
J. Orobio,130000,57,GK,60.0,53.0,57.0,59.0,16.0,53.0,Colombia
N. Klinger,130000,57,GK,55.0,57.0,61.0,59.0,33.0,55.0,Germany
L. Bilboe,130000,57,GK,60.0,57.0,60.0,55.0,36.0,57.0,England
J. Vom Steeg,130000,57,GK,59.0,60.0,54.0,57.0,28.0,52.0,United States
C. Yates,130000,57,GK,58.0,57.0,56.0,59.0,45.0,56.0,Scotland
A. Stone,130000,57,GK,60.0,55.0,58.0,55.0,35.0,53.0,England
C. Giuliani,130000,57,GK,62.0,61.0,59.0,59.0,18.0,53.0,Austria
J. Mroß,130000,57,GK,58.0,54.0,57.0,61.0,23.0,54.0,Germany
H. Gostomski,130000,57,GK,54.0,56.0,50.0,61.0,21.0,59.0,Poland
L. Brüggemeier,130000,57,GK,60.0,55.0,58.0,58.0,43.0,55.0,Germany
Choi Young Eun,120000,57,GK,58.0,58.0,45.0,62.0,18.0,52.0,Korea Republic
M. Al Haeti,120000,57,GK,57.0,57.0,55.0,59.0,38.0,54.0,Saudi Arabia
F. Niemann,120000,57,GK,61.0,58.0,53.0,60.0,46.0,51.0,Germany
I. Brînză,130000,57,GK,60.0,55.0,54.0,59.0,37.0,57.0,Moldova
E. Ira Tape,0,57,GK,65.0,52.0,48.0,64.0,24.0,49.0,Ivory Coast
A. Hansen,120000,57,GK,62.0,53.0,58.0,57.0,48.0,54.0,Denmark
M. Albertoni,120000,57,GK,58.0,56.0,54.0,59.0,42.0,51.0,Italy
S. Pabón,120000,57,GK,59.0,55.0,56.0,60.0,25.0,52.0,Colombia
D. Tapia,110000,57,GK,56.0,59.0,54.0,56.0,46.0,57.0,Chile
G. Volpe,110000,57,GK,57.0,61.0,54.0,58.0,16.0,53.0,Italy
N. Haikin,110000,57,GK,64.0,51.0,60.0,61.0,42.0,52.0,Russia
M. Lansing,110000,57,GK,56.0,54.0,62.0,56.0,50.0,55.0,United States
T. Secchi,110000,57,GK,60.0,54.0,55.0,61.0,31.0,53.0,France
M. Grim,110000,57,GK,58.0,59.0,53.0,55.0,17.0,58.0,Netherlands
R. Pasquel,100000,57,GK,56.0,53.0,57.0,62.0,21.0,58.0,Mexico
W. Popp,100000,57,GK,56.0,53.0,64.0,56.0,23.0,60.0,Japan
M. Karlsson,100000,57,GK,58.0,54.0,58.0,59.0,29.0,54.0,Sweden
I. Popescu,100000,57,GK,59.0,62.0,58.0,54.0,19.0,56.0,Romania
M. Al Haidari,90000,57,GK,55.0,58.0,55.0,55.0,31.0,58.0,Saudi Arabia
K. Tanaka,80000,57,GK,64.0,52.0,50.0,62.0,31.0,55.0,Japan
K. Stamatopoulos,10000,57,GK,57.0,52.0,54.0,56.0,33.0,57.0,Canada
R. Gilmartin,60000,57,GK,63.0,56.0,56.0,57.0,53.0,56.0,Republic of Ireland
A. Nadj,60000,57,GK,54.0,57.0,52.0,58.0,33.0,59.0,Sweden
D. Budzyński,70000,57,GK,58.0,54.0,52.0,64.0,48.0,51.0,Poland
Sun Le,70000,57,GK,58.0,55.0,54.0,58.0,43.0,53.0,China PR
Wang Guoming,70000,57,GK,58.0,55.0,56.0,59.0,49.0,58.0,China PR
G. Poluzzi,70000,57,GK,55.0,58.0,47.0,66.0,22.0,52.0,Italy
M. Zoulan,80000,57,GK,56.0,57.0,51.0,58.0,44.0,56.0,Saudi Arabia
D. Ramaj,150000,56,GK,61.0,54.0,52.0,61.0,24.0,53.0,Germany
L. Ruggiero,160000,56,GK,56.0,59.0,54.0,55.0,23.0,58.0,Italy
J. Bursik,160000,56,GK,55.0,58.0,54.0,56.0,40.0,52.0,England
Y. Fofana,160000,56,GK,59.0,55.0,54.0,57.0,42.0,58.0,France
P. Gunnarsson,160000,56,GK,57.0,52.0,62.0,63.0,23.0,55.0,Iceland
W. Bedfian,150000,56,GK,57.0,58.0,53.0,58.0,30.0,52.0,France
A. Alonzo,160000,56,GK,56.0,51.0,58.0,61.0,33.0,53.0,Mexico
O. Snorre,170000,56,GK,57.0,54.0,53.0,56.0,30.0,56.0,Denmark
Y. Oki,160000,56,GK,57.0,50.0,59.0,61.0,37.0,50.0,Japan
I. Ünal,140000,56,GK,54.0,56.0,58.0,58.0,27.0,56.0,Turkey
B. Essele,140000,56,GK,55.0,53.0,58.0,63.0,26.0,54.0,Cameroon
L. Jones,130000,56,GK,53.0,55.0,57.0,57.0,40.0,56.0,England
C. Kearns,130000,56,GK,57.0,53.0,59.0,58.0,31.0,52.0,Republic of Ireland
P. Bachmeier,130000,56,GK,61.0,59.0,55.0,55.0,41.0,51.0,Germany
C. van den Berg,120000,56,GK,56.0,58.0,54.0,56.0,23.0,57.0,Netherlands
T. Ryan,120000,56,GK,57.0,55.0,54.0,58.0,46.0,55.0,Republic of Ireland
T. Heward-Belle,120000,56,GK,60.0,60.0,52.0,57.0,30.0,53.0,Australia
L. Dias,130000,56,GK,59.0,55.0,54.0,57.0,18.0,51.0,France
M. Miño,130000,56,GK,61.0,56.0,49.0,58.0,17.0,46.0,Argentina
H. Al Watyan,110000,56,GK,55.0,58.0,49.0,58.0,48.0,52.0,Saudi Arabia
A. Fisher,120000,56,GK,58.0,53.0,52.0,60.0,33.0,54.0,England
T. Rönning,120000,56,GK,56.0,57.0,55.0,59.0,18.0,58.0,Sweden
C. Ariza,110000,56,GK,59.0,52.0,48.0,57.0,27.0,55.0,Colombia
M. Ospino,110000,56,GK,58.0,56.0,53.0,55.0,23.0,54.0,Colombia
L. Quintero,120000,56,GK,56.0,58.0,58.0,55.0,22.0,53.0,Colombia
A. Palmer,110000,56,GK,63.0,51.0,60.0,60.0,32.0,50.0,England
T. Vermot,110000,56,GK,62.0,51.0,61.0,62.0,19.0,54.0,France
Bao Yaxiong,110000,56,GK,59.0,52.0,55.0,56.0,21.0,51.0,China PR
T. Ahumada,100000,56,GK,59.0,48.0,57.0,62.0,31.0,61.0,Chile
D. Marzino,100000,56,GK,62.0,50.0,51.0,60.0,46.0,49.0,Switzerland
J. Dakir,100000,56,GK,57.0,55.0,52.0,56.0,18.0,53.0,Denmark
A. Al Bahri,100000,56,GK,58.0,54.0,51.0,57.0,31.0,55.0,Saudi Arabia
F. Kastenmeier,100000,56,GK,63.0,53.0,58.0,54.0,25.0,53.0,Germany
O. Rodríguez,100000,56,GK,55.0,58.0,50.0,61.0,34.0,50.0,Colombia
M. Hayashi,100000,56,GK,59.0,52.0,57.0,55.0,33.0,56.0,Japan
Cristian Arco,90000,56,GK,57.0,54.0,56.0,53.0,46.0,54.0,Spain
F. Schram,90000,56,GK,57.0,54.0,56.0,57.0,46.0,52.0,Iceland
A. Kappenberger,90000,56,GK,56.0,55.0,59.0,58.0,18.0,52.0,Denmark
L. Kukić,90000,56,GK,54.0,57.0,54.0,55.0,23.0,56.0,Bosnia Herzegovina
T. Takagiwa,90000,56,GK,63.0,58.0,54.0,58.0,16.0,55.0,Japan
M. Bersano,90000,56,GK,56.0,51.0,60.0,58.0,37.0,54.0,United States
L. Wackerle,90000,56,GK,59.0,55.0,55.0,58.0,27.0,53.0,Austria
T. Shibuya,90000,56,GK,55.0,55.0,64.0,54.0,29.0,54.0,Japan
Mun Kyung Gun,90000,56,GK,53.0,55.0,54.0,61.0,39.0,51.0,Korea Republic
H. Mawatari,90000,56,GK,60.0,57.0,50.0,57.0,25.0,53.0,Japan
N. Corbet,90000,56,GK,57.0,58.0,54.0,56.0,50.0,55.0,Republic of Ireland
Lee Seung Kyu,80000,56,GK,59.0,53.0,54.0,55.0,43.0,55.0,Korea Republic
C. Gallagher,80000,56,GK,58.0,53.0,44.0,59.0,40.0,56.0,Republic of Ireland
P. Benitez,80000,56,GK,55.0,48.0,55.0,54.0,49.0,60.0,Chile
A. Rawls,80000,56,GK,58.0,56.0,67.0,58.0,37.0,53.0,United States
M. Minder,80000,56,GK,60.0,56.0,55.0,56.0,32.0,54.0,Switzerland
Hwang Sung Min,80000,56,GK,56.0,56.0,59.0,54.0,38.0,58.0,Korea Republic
Fang Jingqi,80000,56,GK,59.0,53.0,56.0,54.0,37.0,55.0,China PR
K. Zobeck,80000,56,GK,56.0,55.0,55.0,56.0,43.0,55.0,United States
A. Grinwis,80000,56,GK,60.0,52.0,55.0,59.0,26.0,50.0,United States
S. Kawamata,70000,56,GK,58.0,53.0,55.0,63.0,35.0,54.0,Japan
Sun Shoubo,20000,56,GK,52.0,52.0,57.0,54.0,46.0,63.0,China PR
Shen Jun,50000,56,GK,57.0,48.0,56.0,62.0,44.0,56.0,China PR
M. Wenssens,150000,55,GK,59.0,53.0,53.0,60.0,22.0,51.0,Belgium
O. Petersen,130000,55,GK,58.0,58.0,56.0,60.0,29.0,54.0,Norway
B. Wade,140000,55,GK,56.0,60.0,57.0,53.0,31.0,54.0,England
L. Rivas,150000,55,GK,54.0,57.0,50.0,58.0,18.0,49.0,Colombia
A. Kiss,140000,55,GK,49.0,55.0,47.0,54.0,34.0,60.0,Hungary
L. Jacot,140000,55,GK,59.0,54.0,56.0,58.0,19.0,50.0,Switzerland
T. Muse,140000,55,GK,59.0,56.0,53.0,59.0,35.0,56.0,United States
A. Dia,140000,55,GK,55.0,58.0,56.0,52.0,31.0,56.0,France
S. Brolin,140000,55,GK,61.0,57.0,53.0,55.0,26.0,52.0,Sweden
P. Ejimadu,140000,55,GK,56.0,53.0,58.0,60.0,31.0,55.0,United States
A. Valkenaers,140000,55,GK,60.0,52.0,55.0,60.0,21.0,47.0,Belgium
D. Grimshaw,150000,55,GK,56.0,54.0,56.0,57.0,46.0,51.0,England
T. Umeda,140000,55,GK,51.0,56.0,53.0,61.0,30.0,56.0,Japan
R. Sandford,130000,55,GK,57.0,56.0,55.0,56.0,36.0,55.0,England
B. Maher,120000,55,GK,57.0,55.0,54.0,58.0,48.0,53.0,Republic of Ireland
T. Amos,130000,55,GK,50.0,55.0,56.0,57.0,23.0,58.0,Sweden
H. Constant,120000,55,GK,53.0,63.0,52.0,52.0,30.0,49.0,France
R. Jalving,120000,55,GK,57.0,52.0,58.0,59.0,27.0,53.0,Netherlands
N. Gartside,120000,55,GK,57.0,51.0,51.0,57.0,46.0,51.0,Northern Ireland
Li Chen,120000,55,GK,53.0,58.0,56.0,50.0,25.0,56.0,China PR
F. Ibsen,120000,55,GK,56.0,57.0,59.0,55.0,24.0,54.0,Denmark
R. Birjukov,120000,55,GK,54.0,49.0,52.0,58.0,26.0,55.0,Germany
V. Venditti,110000,55,GK,58.0,59.0,51.0,54.0,29.0,54.0,Italy
H. Hawsawi,110000,55,GK,56.0,52.0,54.0,57.0,38.0,54.0,Saudi Arabia
J. Wollacott,100000,55,GK,57.0,56.0,52.0,56.0,41.0,52.0,England
O. Ottesen,100000,55,GK,56.0,55.0,58.0,60.0,24.0,56.0,Denmark
S. Mogi,100000,55,GK,58.0,53.0,55.0,60.0,30.0,52.0,Japan
R. Gutiérrez,100000,55,GK,54.0,56.0,57.0,57.0,25.0,54.0,Mexico
S. Beccari,100000,55,GK,54.0,52.0,49.0,55.0,39.0,52.0,Italy
W. Muzyk,100000,55,GK,57.0,54.0,51.0,58.0,21.0,52.0,Poland
I. Pop,100000,55,GK,53.0,57.0,58.0,58.0,24.0,52.0,Romania
R. Al Najjar,90000,55,GK,56.0,59.0,54.0,56.0,33.0,48.0,Saudi Arabia
E. Selen,80000,55,GK,58.0,55.0,59.0,52.0,35.0,46.0,Turkey
L. Gray,80000,55,GK,56.0,53.0,51.0,59.0,31.0,51.0,Wales
K. Yoshimaru,80000,55,GK,59.0,52.0,50.0,57.0,19.0,51.0,Japan
R. Yañez,80000,55,GK,61.0,51.0,61.0,55.0,27.0,55.0,Chile
S. Awaka,80000,55,GK,51.0,59.0,54.0,56.0,29.0,53.0,Japan
M. Rosenørn,80000,55,GK,55.0,54.0,58.0,57.0,41.0,50.0,Denmark
Lee Joon Hee,80000,55,GK,59.0,48.0,51.0,60.0,45.0,51.0,Korea Republic
K. Tajiri,80000,55,GK,58.0,54.0,60.0,53.0,33.0,52.0,Japan
C. Haas,70000,55,GK,52.0,55.0,60.0,54.0,29.0,57.0,Austria
M. McGinley,70000,55,GK,55.0,55.0,52.0,57.0,41.0,55.0,Republic of Ireland
G. Kawanami,70000,55,GK,57.0,60.0,52.0,52.0,24.0,55.0,Japan
K. Ogi,10000,55,GK,49.0,58.0,48.0,55.0,20.0,57.0,Japan
Guo Wei,60000,55,GK,56.0,64.0,52.0,55.0,23.0,54.0,China PR
Mu Pengfei,50000,55,GK,57.0,52.0,49.0,57.0,30.0,53.0,China PR
Qi Yuxi,130000,54,GK,59.0,50.0,52.0,53.0,19.0,46.0,China PR
Iván Martínez,130000,54,GK,56.0,55.0,53.0,54.0,31.0,50.0,Spain
R. Sandberg,130000,54,GK,58.0,58.0,55.0,55.0,24.0,53.0,Norway
J. Cumming,120000,54,GK,56.0,54.0,56.0,53.0,25.0,49.0,England
B. Crellin,120000,54,GK,55.0,54.0,55.0,57.0,32.0,53.0,England
J. Echave,120000,54,GK,56.0,54.0,53.0,58.0,23.0,51.0,Chile
M. Alexander,110000,54,GK,54.0,54.0,49.0,53.0,28.0,54.0,England
�. Fara,120000,54,GK,59.0,55.0,49.0,54.0,19.0,48.0,Romania
D. Youfeigane,120000,54,GK,54.0,54.0,47.0,56.0,17.0,54.0,France
J. Craenmehr,110000,54,GK,54.0,59.0,57.0,54.0,30.0,51.0,Netherlands
A. Damlu,120000,54,GK,57.0,58.0,48.0,55.0,23.0,47.0,Turkey
D. Ochoa,120000,54,GK,56.0,52.0,53.0,55.0,26.0,53.0,United States
T. Durso,130000,54,GK,57.0,54.0,53.0,54.0,23.0,57.0,Argentina
J. Greatorex,120000,54,GK,55.0,54.0,53.0,55.0,25.0,53.0,England
M. Luyambula,130000,54,GK,55.0,57.0,52.0,58.0,22.0,51.0,DR Congo
M. Suárez,120000,54,GK,53.0,56.0,52.0,52.0,23.0,50.0,Chile
R. Källman,130000,54,GK,58.0,53.0,51.0,57.0,29.0,52.0,Finland
S. Al Wehimid,130000,54,GK,56.0,53.0,49.0,54.0,37.0,53.0,Saudi Arabia
M. Wagner,120000,54,GK,55.0,56.0,53.0,59.0,22.0,52.0,Germany
Lee Gwang Yeon,120000,54,GK,50.0,56.0,46.0,58.0,24.0,54.0,Korea Republic
K. Ibrahim,120000,54,GK,57.0,49.0,51.0,60.0,26.0,52.0,Germany
L. Otto,120000,54,GK,56.0,56.0,52.0,55.0,20.0,51.0,Germany
N. James,100000,54,GK,57.0,54.0,51.0,57.0,24.0,51.0,Australia
L. Pilling,100000,54,GK,54.0,55.0,51.0,56.0,41.0,51.0,Wales
J. Lindgren,100000,54,GK,60.0,55.0,53.0,52.0,25.0,47.0,Sweden
J. Brendieck,100000,54,GK,57.0,53.0,49.0,57.0,20.0,51.0,Germany
S. Barone,100000,54,GK,56.0,54.0,52.0,55.0,27.0,50.0,Italy
W. Jakobsson,80000,54,GK,56.0,57.0,59.0,57.0,23.0,56.0,Sweden
R. Lovett,90000,54,GK,57.0,55.0,53.0,56.0,33.0,54.0,England
D. St. Clair,90000,54,GK,56.0,52.0,51.0,58.0,26.0,52.0,Canada
J. Hass,90000,54,GK,56.0,57.0,51.0,55.0,22.0,50.0,Argentina
P. Burke,80000,54,GK,55.0,53.0,51.0,56.0,38.0,54.0,Republic of Ireland
K. Krzepisz,80000,54,GK,52.0,47.0,56.0,58.0,27.0,55.0,Poland
B. Al Bahrani,80000,54,GK,54.0,58.0,46.0,53.0,26.0,50.0,Saudi Arabia
A. Nilsson,80000,54,GK,57.0,55.0,54.0,54.0,25.0,55.0,Sweden
Zhang Yan,70000,54,GK,59.0,54.0,55.0,54.0,24.0,45.0,China PR
J. van Stappershoef,70000,54,GK,54.0,54.0,59.0,54.0,31.0,56.0,Netherlands
M. Dewhurst,110000,53,GK,52.0,54.0,58.0,55.0,31.0,53.0,England
P. Đurin,110000,53,GK,59.0,55.0,51.0,55.0,22.0,44.0,Croatia
M. Köstenbauer,100000,53,GK,56.0,55.0,48.0,58.0,28.0,43.0,Austria
