short_name,value_eur,overall,player_positions,pace,shooting,passing,dribbling,defending,physic,nationality
Juan Jesus,7000000,76,CB,74.0,33.0,52.0,60.0,76.0,78.0,Brazil
E. Gigliotti,6000000,76,ST,59.0,78.0,60.0,68.0,45.0,77.0,Argentina
V. Darida,7500000,76,CM,65.0,71.0,74.0,76.0,66.0,60.0,Czech Republic
R. Brady,8000000,76,LM,72.0,72.0,76.0,76.0,66.0,63.0,Republic of Ireland
F. Fernández,6000000,76,CB,48.0,28.0,50.0,50.0,77.0,74.0,Argentina
Aleix Vidal,6500000,76,RB,85.0,66.0,71.0,78.0,72.0,71.0,Spain
A. Knockaert,8000000,76,RW,73.0,70.0,72.0,83.0,49.0,65.0,France
J. Bořil,6500000,76,LB,78.0,60.0,69.0,73.0,74.0,82.0,Czech Republic
S. Sanogo,6500000,76,CDM,72.0,56.0,67.0,72.0,73.0,87.0,Ivory Coast
R. Ruidíaz,8000000,76,ST,80.0,77.0,64.0,76.0,32.0,61.0,Peru
R. Ibarra,8000000,76,RM,92.0,65.0,70.0,77.0,53.0,74.0,Ecuador
Toño García,6500000,76,LB,84.0,64.0,74.0,76.0,71.0,68.0,Spain
N. Sliti,8500000,76,LM,75.0,69.0,73.0,80.0,34.0,69.0,Tunisia
D. Gayle,8000000,76,ST,81.0,77.0,58.0,72.0,28.0,61.0,England
D. Garmash,7500000,76,CM,63.0,72.0,74.0,70.0,71.0,77.0,Ukraine
Y. Abdelhamid,5500000,76,CB,36.0,29.0,55.0,63.0,76.0,78.0,Morocco
G. González,5500000,76,CB,65.0,45.0,49.0,60.0,78.0,74.0,Costa Rica
D. Siovas,6000000,76,CB,32.0,44.0,56.0,61.0,74.0,82.0,Greece
E. Mena,6000000,76,LB,78.0,48.0,69.0,74.0,73.0,73.0,Chile
Garry Rodrigues,8000000,76,LM,83.0,72.0,71.0,77.0,43.0,69.0,Cape Verde
A. Szymanowski,7500000,76,LM,81.0,72.0,72.0,77.0,40.0,58.0,Argentina
R. Steffen,8000000,76,RW,85.0,72.0,73.0,79.0,41.0,65.0,Switzerland
O. Duarte,6000000,76,CB,65.0,47.0,54.0,55.0,77.0,75.0,Costa Rica
M. Uribe,7500000,76,CM,75.0,72.0,72.0,74.0,68.0,79.0,Colombia
F. Mancuello,7500000,76,CAM,75.0,72.0,77.0,74.0,62.0,71.0,Argentina
Sequeira,6500000,76,LB,70.0,59.0,68.0,70.0,74.0,75.0,Portugal
J. Izquierdo,8500000,76,LW,86.0,69.0,67.0,80.0,38.0,53.0,Colombia
Embarba,8000000,76,RM,79.0,69.0,75.0,75.0,47.0,65.0,Spain
E. Valencia,7500000,76,ST,87.0,75.0,67.0,74.0,39.0,74.0,Ecuador
O. Romero,8500000,76,RM,77.0,73.0,75.0,79.0,35.0,61.0,Paraguay
B. Ndiaye,7500000,76,CM,85.0,71.0,73.0,78.0,72.0,80.0,Senegal
A. Mena,7000000,76,RW,83.0,72.0,71.0,78.0,44.0,48.0,Ecuador
Alexo Baia,5500000,76,RB,76.0,48.0,69.0,75.0,74.0,70.0,Brazil
Juli Freitinho,5500000,76,CB,47.0,46.0,56.0,53.0,75.0,79.0,Brazil
Eltildo Correia,7000000,76,CB,58.0,50.0,61.0,49.0,76.0,79.0,Brazil
Emilio Piodão,7000000,76,CDM,74.0,64.0,69.0,70.0,74.0,78.0,Brazil
Andeson Trigo,5500000,76,LB,85.0,63.0,75.0,77.0,71.0,72.0,Brazil
Victildinho,2200000,76,RB,82.0,54.0,71.0,73.0,75.0,65.0,Brazil
Davi Parrela,5500000,76,CB,64.0,40.0,54.0,51.0,76.0,78.0,Brazil
David Seijalbo,2400000,76,CDM,65.0,53.0,63.0,61.0,74.0,83.0,Brazil
Dênildo Stein,7000000,76,ST,76.0,76.0,61.0,73.0,30.0,64.0,Brazil
Rafael Cachoira,5500000,76,CB,55.0,40.0,58.0,59.0,77.0,76.0,Brazil
Y. Kobayashi,7000000,76,ST,81.0,75.0,67.0,76.0,30.0,65.0,Japan
Davidson,8000000,76,LM,76.0,72.0,70.0,78.0,41.0,69.0,Brazil
A. Nwakaeme,7500000,76,LM,81.0,74.0,70.0,80.0,33.0,73.0,Nigeria
G. Ichazo,0,76,CB,58.0,50.0,61.0,49.0,75.0,79.0,Uruguay
M. Fagundez,0,76,CDM,65.0,53.0,63.0,61.0,72.0,83.0,Uruguay
A. Vera,0,76,ST,76.0,76.0,61.0,73.0,33.0,64.0,Uruguay
A. Zamorado,0,76,LM,57.0,78.0,81.0,77.0,36.0,59.0,Ecuador
A. Aguilmera,0,76,CB,33.0,47.0,54.0,49.0,76.0,83.0,Ecuador
K. Berlaso,0,76,RB,78.0,56.0,69.0,77.0,72.0,68.0,Ecuador
S. Tonali,13500000,75,CDM,78.0,65.0,75.0,75.0,71.0,76.0,Italy
N. Domínguez,12000000,75,CM,79.0,63.0,70.0,74.0,70.0,78.0,Argentina
M. Mount,11500000,75,CAM,71.0,68.0,74.0,76.0,46.0,53.0,England
R. Sessegnon,11000000,75,LM,87.0,67.0,68.0,75.0,64.0,62.0,England
M. Guendouzi,11500000,75,CM,71.0,62.0,73.0,73.0,69.0,74.0,France
C. Stengs,11500000,75,RW,77.0,62.0,73.0,79.0,34.0,58.0,Netherlands
J. Kluivert,11500000,75,LW,88.0,72.0,66.0,80.0,37.0,59.0,Netherlands
B. Kamara,10000000,75,CB,70.0,35.0,67.0,70.0,75.0,74.0,France
L. Díaz,11500000,75,LM,92.0,68.0,65.0,77.0,32.0,67.0,Colombia
Manu Vallejo,11500000,75,ST,77.0,76.0,68.0,77.0,40.0,62.0,Spain
Rafael Leão,11500000,75,ST,87.0,72.0,64.0,75.0,27.0,71.0,Portugal
H. Wilson,10500000,75,RW,79.0,76.0,72.0,75.0,40.0,49.0,Wales
J. Larsen,11000000,75,LM,85.0,70.0,68.0,75.0,57.0,73.0,Denmark
Diogo Dalot,10000000,75,RB,80.0,60.0,71.0,77.0,70.0,77.0,Portugal
H. Barnes,11000000,75,LW,78.0,69.0,71.0,76.0,45.0,57.0,England
P. Retsos,10000000,75,CB,68.0,35.0,59.0,56.0,75.0,71.0,Greece
K. Diatta,11000000,75,LW,93.0,67.0,66.0,79.0,47.0,63.0,Senegal
Ferrán Torres,10500000,75,RM,78.0,69.0,69.0,76.0,32.0,57.0,Spain
Carlos Fernández,10500000,75,ST,67.0,76.0,58.0,76.0,27.0,69.0,Spain
A. Morelos,10500000,75,ST,80.0,70.0,62.0,72.0,41.0,81.0,Colombia
O. Aina,10500000,75,LM,87.0,61.0,70.0,75.0,70.0,75.0,Nigeria
A. Maitland-Niles,9500000,75,RWB,85.0,59.0,70.0,76.0,68.0,67.0,England
J. Jankto,10000000,75,CM,77.0,70.0,73.0,76.0,67.0,64.0,Czech Republic
L. Martínez Quarta,9500000,75,CB,72.0,53.0,66.0,68.0,73.0,74.0,Argentina
Renato Sanches,10000000,75,CM,76.0,72.0,69.0,77.0,70.0,82.0,Portugal
J. Lucumi,9500000,75,CB,70.0,28.0,54.0,59.0,74.0,76.0,Colombia
A. Ounas,10500000,75,LM,85.0,69.0,70.0,80.0,44.0,55.0,Algeria
Y. Karamoh,10500000,75,RM,79.0,69.0,69.0,79.0,31.0,62.0,France
S. Kalu,10500000,75,RM,87.0,65.0,70.0,76.0,31.0,51.0,Nigeria
Bruno Tabata,10500000,75,RW,81.0,67.0,71.0,80.0,40.0,60.0,Brazil
Cucurella,10500000,75,LM,83.0,60.0,71.0,76.0,65.0,72.0,Spain
Ivanildo Fernandes,9500000,75,CB,62.0,28.0,48.0,49.0,74.0,81.0,Portugal
G. Tutino,10000000,75,CF,77.0,75.0,71.0,75.0,35.0,66.0,Italy
J. Bowen,10000000,75,RM,79.0,72.0,67.0,77.0,43.0,64.0,England
B. Henrichs,9000000,75,RB,76.0,53.0,70.0,77.0,72.0,68.0,Germany
A. Diawara,10000000,75,CM,64.0,54.0,73.0,77.0,72.0,73.0,Guinea
L. Dimata,10000000,75,ST,82.0,73.0,63.0,71.0,32.0,79.0,Belgium
Luiz Araújo,10000000,75,LM,89.0,63.0,68.0,79.0,38.0,52.0,Brazil
C. Kouamé,10000000,75,ST,84.0,71.0,61.0,75.0,40.0,70.0,Ivory Coast
Fran Beltrán,9000000,75,CDM,68.0,53.0,72.0,75.0,75.0,65.0,Spain
E. Dennis,10000000,75,RW,92.0,71.0,62.0,79.0,39.0,67.0,Nigeria
Jovane Cabral,10000000,75,LW,86.0,68.0,69.0,80.0,35.0,65.0,Cape Verde
K. Omeruo,8500000,75,CB,70.0,32.0,50.0,58.0,73.0,78.0,Nigeria
R. Skov,9500000,75,RW,82.0,77.0,73.0,75.0,46.0,72.0,Denmark
Kenedy,9500000,75,LM,76.0,67.0,71.0,78.0,57.0,61.0,Brazil
T. Jedvaj,8500000,75,CB,66.0,51.0,58.0,63.0,74.0,74.0,Croatia
S. Fofana,9000000,75,CM,72.0,67.0,69.0,76.0,68.0,75.0,Ivory Coast
Y. Koné,8500000,75,LB,84.0,47.0,64.0,74.0,71.0,72.0,Mali
Anuar,8500000,75,CDM,74.0,62.0,69.0,72.0,73.0,73.0,Morocco
Thiago Maia,8500000,75,CDM,69.0,57.0,68.0,70.0,73.0,74.0,Brazil
Kaku,9500000,75,CAM,82.0,66.0,72.0,77.0,48.0,62.0,Paraguay
A. Fulgini,9500000,75,RM,76.0,60.0,74.0,76.0,68.0,69.0,France
M. Vlap,9500000,75,CAM,73.0,77.0,70.0,72.0,47.0,69.0,Netherlands
T. Davies,9500000,75,CM,66.0,62.0,73.0,76.0,65.0,69.0,England
S. Serdar,9000000,75,CM,68.0,62.0,69.0,76.0,71.0,78.0,Germany
G. Montiel,8500000,75,RB,84.0,49.0,64.0,69.0,72.0,80.0,Argentina
D. Lukébakio,9500000,75,ST,86.0,74.0,66.0,78.0,28.0,62.0,Belgium
R. Oudin,9500000,75,RM,76.0,73.0,72.0,74.0,32.0,68.0,France
G. Til,9500000,75,CAM,71.0,71.0,71.0,71.0,61.0,73.0,Netherlands
A. Elis,9500000,75,RM,90.0,71.0,63.0,77.0,30.0,72.0,Honduras
J. Hernández,9500000,75,ST,86.0,75.0,62.0,72.0,38.0,71.0,Colombia
M. Saracchi,8500000,75,LB,77.0,65.0,72.0,74.0,72.0,72.0,Uruguay
I. Šunjić,8500000,75,CDM,70.0,57.0,60.0,64.0,77.0,79.0,Croatia
M. Burda,8500000,75,CB,65.0,23.0,43.0,40.0,77.0,74.0,Ukraine
S. Schrijvers,9500000,75,CF,74.0,75.0,72.0,76.0,48.0,70.0,Belgium
M. Kempf,8000000,75,CB,67.0,38.0,54.0,59.0,75.0,77.0,Germany
T. Boyd,9000000,75,RM,86.0,73.0,66.0,78.0,18.0,66.0,United States
N. Maupay,9500000,75,ST,75.0,73.0,66.0,72.0,41.0,69.0,France
K. Akpoguma,8000000,75,CB,73.0,48.0,54.0,60.0,76.0,71.0,Germany
W. Saïd,9500000,75,ST,77.0,74.0,68.0,78.0,29.0,55.0,France
M. Simon,9000000,75,LM,92.0,70.0,64.0,81.0,36.0,63.0,Nigeria
Sandro,9500000,75,ST,68.0,76.0,65.0,79.0,30.0,64.0,Spain
A. Grassi,9000000,75,CM,67.0,63.0,73.0,74.0,67.0,64.0,Italy
E. Ponce,9500000,75,ST,77.0,73.0,58.0,73.0,40.0,69.0,Argentina
G. Conti,8000000,75,CB,66.0,38.0,53.0,47.0,76.0,74.0,Argentina
M. Veljković,8000000,75,CB,63.0,31.0,57.0,59.0,75.0,72.0,Serbia
G. Donsah,9000000,75,CM,74.0,63.0,74.0,78.0,69.0,77.0,Ghana
Gabriel Boschilia,9000000,75,CAM,72.0,73.0,73.0,78.0,44.0,49.0,Brazil
Marcos Guilherme,9000000,75,RM,88.0,66.0,71.0,78.0,40.0,54.0,Brazil
K. Phillips,8500000,75,CDM,67.0,66.0,69.0,68.0,72.0,83.0,England
M. Holgate,8000000,75,RB,70.0,42.0,66.0,66.0,76.0,71.0,England
V. Koziello,9000000,75,CM,74.0,64.0,73.0,76.0,66.0,53.0,France
E. Velázquez,8000000,75,CB,51.0,47.0,49.0,57.0,76.0,76.0,Uruguay
M. Niakhaté,8000000,75,CB,72.0,39.0,59.0,64.0,74.0,79.0,France
D. Barbona,9000000,75,RM,83.0,65.0,74.0,72.0,38.0,66.0,Argentina
Melero,8000000,75,CDM,61.0,73.0,71.0,70.0,73.0,71.0,Spain
M. Thuram,9000000,75,LM,83.0,73.0,67.0,76.0,47.0,75.0,France
M. Jensen,9000000,75,CM,72.0,67.0,73.0,75.0,64.0,70.0,Denmark
F. Sacko,8000000,75,RB,92.0,36.0,59.0,72.0,68.0,74.0,Mali
F. Krovinović,9000000,75,CAM,67.0,69.0,73.0,77.0,60.0,62.0,Croatia
K. Amian,8000000,75,RB,78.0,48.0,65.0,69.0,75.0,76.0,France
J. Gnagnon,8000000,75,CB,62.0,33.0,46.0,58.0,73.0,78.0,France
F. Uduokhai,8500000,75,CB,66.0,39.0,53.0,59.0,75.0,71.0,Germany
G. Konan,8000000,75,LB,81.0,48.0,68.0,77.0,70.0,73.0,Ivory Coast
E. Cabaco,8000000,75,CB,61.0,41.0,48.0,54.0,75.0,77.0,Uruguay
Y. Bissouma,9000000,75,CM,74.0,65.0,72.0,76.0,73.0,70.0,Mali
Alfa Semedo,8500000,75,CDM,67.0,60.0,64.0,68.0,73.0,83.0,Guinea Bissau
Luis Milla,8500000,75,CDM,71.0,60.0,72.0,72.0,69.0,72.0,Spain
E. Gnahoré,8500000,75,CM,66.0,67.0,71.0,73.0,68.0,77.0,France
L. Andersen,9000000,75,CAM,81.0,68.0,70.0,78.0,33.0,58.0,Denmark
C. Chambers,8000000,75,CDM,63.0,49.0,65.0,68.0,74.0,76.0,England
T. Foket,8000000,75,RB,77.0,57.0,69.0,71.0,72.0,72.0,Belgium
T. Kędziora,8000000,75,RB,77.0,45.0,66.0,64.0,74.0,73.0,Poland
L. Schaub,9000000,75,CAM,74.0,66.0,71.0,81.0,38.0,66.0,Austria
J. McGinn,9000000,75,CM,73.0,66.0,71.0,76.0,70.0,78.0,Scotland
B. Pearson,8000000,75,CDM,70.0,50.0,63.0,71.0,72.0,85.0,England
E. Balanta,8000000,75,CDM,71.0,40.0,60.0,66.0,74.0,85.0,Colombia
D. Gray,9000000,75,LW,88.0,67.0,67.0,81.0,37.0,55.0,England
E. Gutiérrez,9000000,75,CM,75.0,71.0,74.0,74.0,64.0,66.0,Mexico
L. Olaza,8000000,75,LB,79.0,71.0,72.0,74.0,71.0,70.0,Uruguay
A. Long,8000000,75,CB,75.0,40.0,56.0,63.0,73.0,81.0,United States
R. Karsdorp,8000000,75,RB,85.0,63.0,71.0,73.0,72.0,70.0,Netherlands
Danilo,9000000,75,CM,67.0,66.0,71.0,72.0,74.0,75.0,Brazil
T. Baumgartl,8000000,75,CB,70.0,34.0,55.0,50.0,76.0,75.0,Germany
M. Wolf,8000000,75,RB,81.0,70.0,73.0,76.0,68.0,77.0,Germany
R. Assalé,9000000,75,ST,91.0,73.0,68.0,82.0,29.0,51.0,Ivory Coast
M. Coco,9000000,75,RM,87.0,69.0,69.0,77.0,41.0,59.0,France
T. Minamino,9000000,75,CAM,89.0,72.0,67.0,80.0,41.0,65.0,Japan
E. Ávila,9000000,75,ST,78.0,76.0,63.0,74.0,43.0,75.0,Argentina
O. Idrissi,9000000,75,LW,83.0,70.0,70.0,80.0,29.0,67.0,Morocco
A. Nagy,8000000,75,CDM,70.0,54.0,76.0,80.0,72.0,61.0,Hungary
S. Ghoddos,9000000,75,ST,81.0,73.0,68.0,77.0,44.0,72.0,Iran
F. Ricca,8000000,75,LB,71.0,42.0,60.0,63.0,74.0,72.0,Uruguay
Bernardo,8000000,75,LB,70.0,49.0,62.0,67.0,76.0,72.0,Brazil
M. Zajc,9000000,75,CAM,70.0,70.0,74.0,74.0,52.0,59.0,Slovenia
Marcão,8000000,75,CB,59.0,32.0,51.0,55.0,75.0,74.0,Brazil
D. Bronn,8000000,75,CB,66.0,63.0,67.0,65.0,75.0,76.0,Tunisia
K. Malong,8000000,75,CDM,75.0,68.0,71.0,71.0,69.0,81.0,Cameroon
Martín,8000000,75,RB,70.0,35.0,63.0,69.0,74.0,65.0,Spain
Rodrigo Ely,7500000,75,CB,58.0,32.0,43.0,52.0,75.0,76.0,Brazil
T. Kongolo,7500000,75,CB,71.0,43.0,63.0,68.0,75.0,75.0,Netherlands
Fede Vico,8500000,75,CAM,75.0,66.0,74.0,77.0,49.0,52.0,Spain
N. Chalobah,8000000,75,CDM,64.0,61.0,70.0,74.0,72.0,71.0,England
V. Lazaro,7500000,75,RB,84.0,70.0,76.0,81.0,69.0,67.0,Austria
D. Cataldi,8500000,75,CM,68.0,69.0,75.0,74.0,68.0,65.0,Italy
W. Troost-Ekong,7500000,75,CB,65.0,32.0,45.0,43.0,76.0,77.0,Nigeria
D. Valdés,8500000,75,CAM,79.0,68.0,72.0,74.0,52.0,70.0,Chile
R. Christie,8500000,75,CAM,77.0,70.0,70.0,76.0,63.0,77.0,Scotland
W. Hoedt,7500000,75,CB,54.0,46.0,59.0,56.0,75.0,74.0,Netherlands
S. Cristóforo,8000000,75,CDM,57.0,58.0,67.0,69.0,72.0,69.0,Uruguay
L. Ajorque,8500000,75,ST,57.0,74.0,52.0,67.0,27.0,79.0,France
A. Zeneli,8500000,75,LM,85.0,70.0,69.0,81.0,35.0,59.0,Kosovo
V. Muriqi,8500000,75,ST,60.0,74.0,53.0,67.0,27.0,77.0,Kosovo
D. Bouanga,8500000,75,LM,78.0,73.0,70.0,76.0,30.0,67.0,Gabon
S. Thioub,8500000,75,RM,81.0,72.0,69.0,76.0,30.0,67.0,Senegal
M. Pjaca,8500000,75,LW,77.0,67.0,74.0,84.0,41.0,67.0,Croatia
A. Mitriță,8500000,75,LW,85.0,69.0,68.0,78.0,26.0,55.0,Romania
G. Shoji,7500000,75,CB,80.0,41.0,53.0,56.0,75.0,77.0,Japan
M. Rog,8500000,75,CM,74.0,66.0,77.0,75.0,63.0,67.0,Croatia
O. Kharbin,8500000,75,ST,80.0,75.0,58.0,72.0,36.0,68.0,Syria
Cláudio Falcão,8000000,75,CDM,66.0,65.0,69.0,71.0,72.0,76.0,Brazil
M. Rits,8000000,75,CM,67.0,63.0,73.0,70.0,71.0,74.0,Belgium
Borja Bastón,8500000,75,ST,51.0,77.0,61.0,67.0,41.0,76.0,Spain
G. Imbula,8000000,75,CM,68.0,60.0,71.0,78.0,60.0,75.0,France
F. Midtsjø,8000000,75,CM,73.0,62.0,73.0,74.0,67.0,76.0,Norway
Sergio Álvarez,7500000,75,CDM,64.0,66.0,68.0,68.0,70.0,78.0,Spain
L. González Pirez,7000000,75,CB,72.0,48.0,62.0,66.0,73.0,78.0,Argentina
S. Sturaro,8000000,75,CM,70.0,67.0,72.0,75.0,76.0,78.0,Italy
K. Stafylidis,7500000,75,LWB,75.0,64.0,68.0,73.0,72.0,74.0,Greece
B. Zuculini,7500000,75,CDM,66.0,58.0,69.0,72.0,70.0,77.0,Argentina
M. Krmenčík,8500000,75,ST,76.0,72.0,58.0,70.0,27.0,76.0,Czech Republic
J. Willems,7500000,75,LWB,74.0,62.0,76.0,76.0,71.0,76.0,Netherlands
S. March,8500000,75,LM,77.0,68.0,72.0,77.0,50.0,60.0,England
T. Rogić,8500000,75,CAM,68.0,73.0,70.0,79.0,49.0,66.0,Australia
D. Pelkas,8500000,75,CAM,80.0,69.0,74.0,76.0,37.0,49.0,Greece
Clinton Mata,7000000,75,RB,84.0,61.0,69.0,75.0,71.0,78.0,Angola
R. Quaison,8500000,75,CF,77.0,73.0,69.0,78.0,51.0,70.0,Sweden
A. Touré,7500000,75,CDM,47.0,56.0,61.0,63.0,74.0,80.0,France
M. Konaté,8500000,75,ST,83.0,71.0,55.0,74.0,23.0,66.0,Senegal
K. Möhwald,8000000,75,CM,59.0,70.0,76.0,74.0,61.0,67.0,Germany
J. Haberer,8000000,75,CM,65.0,63.0,71.0,76.0,61.0,70.0,Germany
Kwon Chang Hoon,8500000,75,RM,73.0,72.0,73.0,76.0,52.0,60.0,Korea Republic
N. Stanciu,8500000,75,CAM,69.0,72.0,75.0,78.0,34.0,62.0,Romania
Ivan Cavaleiro,8500000,75,LW,86.0,71.0,69.0,77.0,38.0,68.0,Portugal
Medrán,8000000,75,CM,60.0,68.0,77.0,72.0,63.0,54.0,Spain
N. Castillo,8500000,75,ST,68.0,75.0,60.0,69.0,38.0,82.0,Chile
A. Tameze,8000000,75,CM,68.0,59.0,66.0,74.0,73.0,73.0,France
H. Villalba,8500000,75,RM,92.0,74.0,64.0,80.0,45.0,63.0,Paraguay
L. Menossi,7500000,75,CDM,78.0,63.0,72.0,76.0,69.0,69.0,Argentina
Jason,8500000,75,RM,77.0,73.0,71.0,77.0,45.0,64.0,Spain
Álex Moreno,7000000,75,LB,81.0,63.0,68.0,76.0,68.0,55.0,Spain
L. Lerager,8000000,75,CM,61.0,67.0,69.0,69.0,70.0,74.0,Denmark
N. Vukčević,7500000,75,CDM,55.0,51.0,66.0,68.0,75.0,77.0,Montenegro
A. Conti,8500000,75,RM,75.0,59.0,70.0,75.0,73.0,66.0,Italy
J. Rodríguez,8500000,75,ST,85.0,74.0,62.0,73.0,37.0,76.0,Uruguay
P. Tau,8500000,75,RW,79.0,73.0,69.0,79.0,36.0,44.0,South Africa
V. Janssen,8500000,75,ST,61.0,76.0,57.0,69.0,32.0,70.0,Netherlands
C. Borja,7000000,75,LB,86.0,49.0,65.0,70.0,71.0,71.0,Colombia
João Novais,8000000,75,CM,66.0,76.0,76.0,77.0,49.0,67.0,Portugal
C. Fassnacht,8500000,75,RM,82.0,70.0,68.0,74.0,33.0,69.0,Switzerland
Rodrigo,7000000,75,RB,75.0,61.0,75.0,75.0,69.0,75.0,Brazil
V. Buyalskyi,8000000,75,CM,71.0,67.0,70.0,76.0,67.0,49.0,Ukraine
Z. Labyad,8000000,75,CAM,73.0,74.0,74.0,78.0,36.0,57.0,Morocco
J. Svensson,7000000,75,RB,77.0,60.0,72.0,73.0,70.0,81.0,Norway
C. Biraghi,7000000,75,LB,76.0,55.0,68.0,71.0,74.0,70.0,Italy
K. Djidji,7000000,75,CB,65.0,32.0,55.0,65.0,75.0,71.0,Ivory Coast
D. Bessa,8000000,75,CAM,63.0,69.0,74.0,78.0,55.0,50.0,Italy
A. Duncan,8000000,75,CM,71.0,63.0,73.0,72.0,76.0,76.0,Ghana
J. Brenet,7000000,75,LWB,87.0,36.0,62.0,72.0,71.0,69.0,Netherlands
André Ramalho,7000000,75,CB,47.0,60.0,66.0,65.0,75.0,74.0,Brazil
R. Haps,7000000,75,LB,89.0,53.0,66.0,75.0,69.0,71.0,Netherlands
L. Magallán,7000000,75,CB,56.0,38.0,52.0,59.0,75.0,79.0,Argentina
Jemerson,7000000,75,CB,65.0,35.0,50.0,58.0,76.0,75.0,Brazil
K. Laifis,7000000,75,LB,66.0,63.0,72.0,67.0,76.0,74.0,Cyprus
C. Clark,6500000,75,CB,52.0,52.0,53.0,54.0,76.0,73.0,Republic of Ireland
M. Kelly,6500000,75,CB,50.0,44.0,60.0,61.0,75.0,71.0,England
S. Dewaest,6500000,75,CB,51.0,41.0,46.0,38.0,75.0,81.0,Belgium
T. Kádár,6500000,75,CB,70.0,34.0,65.0,62.0,76.0,79.0,Hungary
O. Elabdellaoui,6500000,75,RB,83.0,55.0,71.0,76.0,69.0,73.0,Norway
V. Berisha,8000000,75,LM,79.0,70.0,71.0,77.0,57.0,77.0,Kosovo
F. Kainz,8000000,75,LM,80.0,70.0,70.0,80.0,37.0,57.0,Austria
J. Tavernier,6500000,75,RB,86.0,67.0,73.0,76.0,68.0,79.0,England
J. Drmić,8000000,75,ST,76.0,75.0,67.0,73.0,38.0,70.0,Switzerland
R. Falk,7500000,75,CM,84.0,64.0,71.0,80.0,58.0,72.0,Denmark
N. Sansone,8000000,75,ST,78.0,76.0,72.0,79.0,44.0,59.0,Italy
S. Armstrong,7500000,75,CAM,75.0,73.0,72.0,74.0,64.0,72.0,Scotland
Jesé,8000000,75,LW,80.0,71.0,72.0,78.0,25.0,62.0,Spain
P. Dummett,6500000,75,CB,66.0,40.0,63.0,67.0,76.0,72.0,Wales
B. Sarr,6500000,75,RB,82.0,66.0,69.0,74.0,71.0,71.0,France
P. Klement,8000000,75,CAM,69.0,70.0,74.0,76.0,40.0,57.0,Germany
A. Ring,6500000,75,CDM,74.0,65.0,70.0,73.0,73.0,76.0,Finland
S. Kryvtsov,6500000,75,CB,65.0,44.0,51.0,49.0,75.0,79.0,Ukraine
P. Mantalos,7500000,75,CAM,73.0,69.0,75.0,78.0,50.0,61.0,Greece
S. Mitrović,6500000,75,CB,39.0,34.0,49.0,54.0,77.0,77.0,Serbia
S. Larsson,8000000,75,LW,74.0,71.0,73.0,80.0,38.0,61.0,Sweden
C. Günter,7000000,75,LB,82.0,48.0,67.0,69.0,71.0,79.0,Germany
Fran Sol,8000000,75,ST,68.0,77.0,55.0,66.0,34.0,68.0,Spain
A. Hegazi,6500000,75,CB,52.0,20.0,44.0,54.0,75.0,80.0,Egypt
Carles Gil,8000000,75,CAM,65.0,68.0,75.0,77.0,39.0,55.0,Spain
G. Fernández,7500000,75,CAM,72.0,70.0,74.0,76.0,65.0,70.0,Argentina
J. Mojica,7000000,75,LWB,90.0,65.0,72.0,74.0,69.0,72.0,Colombia
Y. Sabaly,7000000,75,RB,74.0,38.0,64.0,75.0,73.0,69.0,Senegal
A. Jahanbakhsh,8000000,75,RW,79.0,73.0,69.0,79.0,42.0,70.0,Iran
M. Mevlja,0,75,CB,70.0,38.0,61.0,58.0,77.0,74.0,Slovenia
H. Traoré,6500000,75,RB,81.0,54.0,68.0,75.0,71.0,69.0,Mali
Zaldúa,6500000,75,RB,65.0,34.0,63.0,62.0,77.0,64.0,Spain
S. Sydorchuk,6500000,75,CDM,66.0,59.0,66.0,68.0,71.0,72.0,Ukraine
A. Roa,8000000,75,CAM,81.0,64.0,75.0,80.0,54.0,61.0,Colombia
J. Lolley,8000000,75,RM,84.0,67.0,69.0,79.0,49.0,56.0,England
Y. Mutō,8000000,75,ST,77.0,72.0,68.0,78.0,41.0,62.0,Japan
Borja Valle,8000000,75,ST,74.0,75.0,68.0,75.0,46.0,64.0,Spain
K. Onisiwo,8000000,75,ST,78.0,70.0,67.0,75.0,53.0,76.0,Austria
J. Ito,8000000,75,RW,90.0,66.0,69.0,75.0,59.0,71.0,Japan
D. Brašanac,7500000,75,CM,52.0,68.0,71.0,71.0,71.0,73.0,Serbia
L. Masopust,8000000,75,RM,86.0,68.0,68.0,75.0,58.0,75.0,Czech Republic
C. Pizarro,0,75,ST,34.0,77.0,73.0,75.0,37.0,64.0,Peru
Jonatan Soriano,4200000,75,ST,58.0,78.0,73.0,78.0,32.0,66.0,Spain
R. Cohade,3200000,75,CM,50.0,59.0,76.0,72.0,69.0,71.0,France
S. Brown,2600000,75,CDM,63.0,52.0,65.0,70.0,72.0,81.0,Scotland
S. Francis,2500000,75,CB,51.0,44.0,67.0,64.0,75.0,71.0,England
W. Morgan,2000000,75,CB,29.0,34.0,41.0,55.0,76.0,72.0,Jamaica
L. Rigoni,3200000,75,CM,62.0,67.0,72.0,70.0,71.0,70.0,Italy
J. Morel,2000000,75,CB,67.0,44.0,61.0,59.0,74.0,78.0,Madagascar
P. Zabaleta,2300000,75,RB,49.0,56.0,70.0,71.0,79.0,70.0,Argentina
G. Gönül,2300000,75,RB,77.0,63.0,72.0,76.0,73.0,70.0,Turkey
L. Podolski,3400000,75,CAM,70.0,79.0,74.0,75.0,46.0,77.0,Germany
